"","species_name","Fire_Type"
"1847","Limnodea arkansana","Unmeasured"
"1848","Lipocarpha aristulata","Unmeasured"
"1849","Lipocarpha drummondii","Unmeasured"
"1850","Lipocarpha maculata","Unmeasured"
"1851","Lipocarpha micrantha","Unmeasured"
"1852","Lipocarpha occidentalis","Unmeasured"
"1853","Luziola bahiensis","Unmeasured"
"1854","Luziola fluitans","Unmeasured"
"1855","Luzula acuminata","Unmeasured"
"1856","Luzula acuminata ssp. acuminata","Unmeasured"
"1857","Luzula acuminata ssp. carolinae","Unmeasured"
"1858","Luzula arctica","Unmeasured"
"1859","Luzula arctica ssp. arctica","Unmeasured"
"1860","Luzula arcuata","Unmeasured"
"1861","Luzula arcuata ssp. arcuata","Unmeasured"
"1862","Luzula arcuata ssp. unalaschcensis","Unmeasured"
"1863","Luzula bulbosa","Unmeasured"
"1864","Luzula comosa","Unmeasured"
"1865","Luzula confusa","Unmeasured"
"1866","Luzula divaricata","Unmeasured"
"1867","Luzula echinata","Unmeasured"
"1868","Luzula fastigiata","Unmeasured"
"1869","Luzula glabrata","Unmeasured"
"1870","Luzula glabrata var. hitchcockii","Unmeasured"
"1871","Luzula groenlandica","Unmeasured"
"1872","Luzula groenlandica var. groenlandica","Unmeasured"
"1873","Luzula kjellmaniana","Unmeasured"
"1874","Luzula multiflora","Unmeasured"
"1875","Luzula multiflora ssp. frigida","Unmeasured"
"1876","Luzula multiflora ssp. multiflora","Unmeasured"
"1877","Luzula multiflora ssp. multiflora var. acadiensis","Unmeasured"
"1878","Luzula multiflora ssp. multiflora var. multiflora","Unmeasured"
"1879","Luzula orestera","Unmeasured"
"1880","Luzula parviflora","Unmeasured"
"1881","Luzula piperi","Unmeasured"
"1882","Luzula rufescens","Unmeasured"
"1883","Luzula spicata","Unmeasured"
"1884","Luzula subcapitata","Unmeasured"
"1885","Luzula subcongesta","Unmeasured"
"1886","Luzula wahlenbergii","Unmeasured"
"1887","Lycurus phleoides","Unmeasured"
"1888","Lycurus setosus","Unmeasured"
"1889","Melica aristata","Unmeasured"
"1890","Melica bulbosa","Unmeasured"
"1891","Melica californica","Unmeasured"
"1892","Melica californica var. californica","Unmeasured"
"1893","Melica californica var. nevadensis","Unmeasured"
"1894","Melica frutescens","Unmeasured"
"1895","Melica fugax","Unmeasured"
"1896","Melica geyeri","Unmeasured"
"1897","Melica geyeri var. aristulata","Unmeasured"
"1898","Melica geyeri var. geyeri","Unmeasured"
"1899","Melica harfordii","Unmeasured"
"1900","Melica imperfecta","Unmeasured"
"1901","Melica montezumae","Unmeasured"
"1902","Melica mutica","Unmeasured"
"1903","Melica nitens","Unmeasured"
"1904","Melica porteri","Unmeasured"
"1905","Melica porteri var. laxa","Unmeasured"
"1906","Melica porteri var. porteri","Unmeasured"
"1907","Melica smithii","Unmeasured"
"1908","Melica spectabilis","Unmeasured"
"1909","Melica stricta","Unmeasured"
"1910","Melica stricta var. albicaulis","Unmeasured"
"1911","Melica stricta var. stricta","Unmeasured"
"1912","Melica subulata","Unmeasured"
"1913","Melica subulata var. pammelii","Unmeasured"
"1914","Melica subulata var. subulata","Unmeasured"
"1915","Melica torreyana","Unmeasured"
"1916","Microchloa kunthii","Unmeasured"
"1917","Milium effusum","Unmeasured"
"1918","Milium effusum var. cisatlanticum","Unmeasured"
"1919","Monanthochloe littoralis","Unmeasured"
"1920","Muhlenbergia ×curtisetosa","Unmeasured"
"1921","Muhlenbergia ×involuta","Unmeasured"
"1922","Muhlenbergia andina","Unmeasured"
"1923","Muhlenbergia appressa","Unmeasured"
"1924","Muhlenbergia arenacea","Unmeasured"
"1925","Muhlenbergia arenicola","Unmeasured"
"1926","Muhlenbergia arizonica","Unmeasured"
"1927","Muhlenbergia arsenei","Unmeasured"
"1928","Muhlenbergia asperifolia","Unmeasured"
"1929","Muhlenbergia brevis","Unmeasured"
"1930","Muhlenbergia bushii","Unmeasured"
"1931","Muhlenbergia californica","Unmeasured"
"1932","Muhlenbergia capillaris","Unmeasured"
"1933","Muhlenbergia crispiseta","Unmeasured"
"1934","Muhlenbergia curtifolia","Unmeasured"
"1935","Muhlenbergia cuspidata","Unmeasured"
"1936","Muhlenbergia depauperata","Unmeasured"
"1937","Muhlenbergia dubia","Unmeasured"
"1938","Muhlenbergia dumosa","Unmeasured"
"1939","Muhlenbergia elongata","Unmeasured"
"1940","Muhlenbergia eludens","Unmeasured"
"1941","Muhlenbergia emersleyi","Unmeasured"
"1942","Muhlenbergia expansa","Unmeasured"
"1943","Muhlenbergia filiculmis","Unmeasured"
"1944","Muhlenbergia filiformis","Unmeasured"
"1945","Muhlenbergia filipes","Unmeasured"
"1946","Muhlenbergia fragilis","Unmeasured"
"1947","Muhlenbergia frondosa","Unmeasured"
"1948","Muhlenbergia glabriflora","Unmeasured"
"1949","Muhlenbergia glauca","Unmeasured"
"1950","Muhlenbergia glomerata","Unmeasured"
"1951","Muhlenbergia jonesii","Unmeasured"
"1952","Muhlenbergia lindheimeri","Unmeasured"
"1953","Muhlenbergia longiligula","Unmeasured"
"1954","Muhlenbergia mexicana","Unmeasured"
"1955","Muhlenbergia microsperma","Unmeasured"
"1956","Muhlenbergia minutissima","Unmeasured"
"1957","Muhlenbergia montana","Unmeasured"
"1958","Muhlenbergia palmeri","Unmeasured"
"1959","Muhlenbergia pauciflora","Unmeasured"
"1960","Muhlenbergia pectinata","Unmeasured"
"1961","Muhlenbergia peruviana","Unmeasured"
"1962","Muhlenbergia polycaulis","Unmeasured"
"1963","Muhlenbergia porteri","Unmeasured"
"1964","Muhlenbergia pungens","Unmeasured"
"1965","Muhlenbergia racemosa","Unmeasured"
"1966","Muhlenbergia ramulosa","Unmeasured"
"1967","Muhlenbergia repens","Unmeasured"
"1968","Muhlenbergia reverchonii","Unmeasured"
"1969","Muhlenbergia richardsonis","Unmeasured"
"1970","Muhlenbergia rigens","Unmeasured"
"1971","Muhlenbergia rigida","Unmeasured"
"1972","Muhlenbergia schreberi","Unmeasured"
"1973","Muhlenbergia setifolia","Unmeasured"
"1974","Muhlenbergia sinuosa","Unmeasured"
"1975","Muhlenbergia sobolifera","Unmeasured"
"1976","Muhlenbergia spiciformis","Unmeasured"
"1977","Muhlenbergia straminea","Unmeasured"
"1978","Muhlenbergia sylvatica","Unmeasured"
"1979","Muhlenbergia tenuiflora","Unmeasured"
"1980","Muhlenbergia tenuifolia","Unmeasured"
"1981","Muhlenbergia texana","Unmeasured"
"1982","Muhlenbergia thurberi","Unmeasured"
"1983","Muhlenbergia torreyana","Unmeasured"
"1984","Muhlenbergia torreyi","Unmeasured"
"1985","Muhlenbergia uniflora","Unmeasured"
"1986","Muhlenbergia utilis","Unmeasured"
"1987","Muhlenbergia villiflora","Unmeasured"
"1988","Muhlenbergia villiflora var. villosa","Unmeasured"
"1989","Muhlenbergia wrightii","Unmeasured"
"1990","Munroa squarrosa","Unmeasured"
"1991","Nassella cernua","Unmeasured"
"1992","Nassella lepida","Unmeasured"
"1993","Nassella leucotricha","Unmeasured"
"1994","Nassella pulchra","Unmeasured"
"1995","Nassella tenuissima","Unmeasured"
"1996","Nassella viridula","Unmeasured"
"1997","Native Species From USDA","Unmeasured"
"1998","Neeragrostis reptans","Unmeasured"
"1999","Neostapfia colusana","Unmeasured"
"2000","Oplismenus hirtellus","Unmeasured"
"2001","Oplismenus hirtellus ssp. setarius","Unmeasured"
"2002","Orcuttia californica","Unmeasured"
"2003","Orcuttia inaequalis","Unmeasured"
"2004","Orcuttia pilosa","Unmeasured"
"2005","Orcuttia tenuis","Unmeasured"
"2006","Orcuttia viscida","Unmeasured"
"2007","Oryzopsis asperifolia","Unmeasured"
"2008","Oxycaryum cubense","Unmeasured"
"2009","Panicum abscissum","Unmeasured"
"2010","Panicum alatum","Unmeasured"
"2011","Panicum alatum var. alatum","Unmeasured"
"2012","Panicum alatum var. longiflorum","Unmeasured"
"2013","Panicum alatum var. minus","Unmeasured"
"2014","Panicum amarum","Unmeasured"
"2015","Panicum amarum var. amarulum","Unmeasured"
"2016","Panicum amarum var. amarum","Unmeasured"
"2017","Panicum anceps","Unmeasured"
"2018","Panicum brachyanthum","Unmeasured"
"2019","Panicum bulbosum","Unmeasured"
"2020","Panicum capillare","Unmeasured"
"2021","Panicum capillarioides","Unmeasured"
"2022","Panicum dichotomiflorum","Unmeasured"
"2023","Panicum dichotomiflorum var. bartowense","Unmeasured"
"2024","Panicum dichotomiflorum var. dichotomiflorum","Unmeasured"
"2025","Panicum dichotomiflorum var. puritanorum","Unmeasured"
"2026","Panicum diffusum","Unmeasured"
"2027","Panicum flexile","Unmeasured"
"2028","Panicum gattingeri","Unmeasured"
"2029","Panicum ghiesbreghtii","Unmeasured"
"2030","Panicum hallii","Unmeasured"
"2031","Panicum hallii var. filipes","Unmeasured"
"2032","Panicum hallii var. hallii","Unmeasured"
"2033","Panicum havardii","Unmeasured"
"2034","Panicum hemitomon","Unmeasured"
"2035","Panicum hillmanii","Unmeasured"
"2036","Panicum hirsutum","Unmeasured"
"2037","Panicum hirticaule","Unmeasured"
"2038","Panicum hirticaule var. hirticaule","Unmeasured"
"2039","Panicum hirticaule var. stramineum","Unmeasured"
"2040","Panicum hirticaule var. verrucosum","Unmeasured"
"2041","Panicum lacustre","Unmeasured"
"2042","Panicum mohavense","Unmeasured"
"2043","Panicum obtusum","Unmeasured"
"2044","Panicum philadelphicum","Unmeasured"
"2045","Panicum rigidulum","Unmeasured"
"2046","Panicum rigidulum var. combsii","Unmeasured"
"2047","Panicum rigidulum var. elongatum","Unmeasured"
"2048","Panicum rigidulum var. pubescens","Unmeasured"
"2049","Panicum rigidulum var. rigidulum","Unmeasured"
"2050","Panicum tenerum","Unmeasured"
"2051","Panicum trichoides","Unmeasured"
"2052","Panicum urvilleanum","Unmeasured"
"2053","Panicum verrucosum","Unmeasured"
"2054","Panicum virgatum","Unmeasured"
"2055","Panicum virgatum var. spissum","Unmeasured"
"2056","Panicum virgatum var. virgatum","Unmeasured"
"2057","Pappophorum bicolor","Unmeasured"
"2058","Pappophorum vaginatum","Unmeasured"
"2059","Pascopyrum smithii","Unmeasured"
"2060","Paspalidium chapmanii","Unmeasured"
"2061","Paspalidium geminatum","Unmeasured"
"2062","Paspalidium geminatum var. geminatum","Unmeasured"
"2063","Paspalidium geminatum var. paludivagum","Unmeasured"
"2064","Paspalum acuminatum","Unmeasured"
"2065","Paspalum bifidum","Unmeasured"
"2066","Paspalum blodgettii","Unmeasured"
"2067","Paspalum boscianum","Unmeasured"
"2068","Paspalum caespitosum","Unmeasured"
"2069","Paspalum conjugatum","Unmeasured"
"2070","Paspalum denticulatum","Unmeasured"
"2071","Paspalum dissectum","Unmeasured"
"2072","Paspalum distichum","Unmeasured"
"2073","Paspalum fimbriatum","Unmeasured"
"2074","Paspalum floridanum","Unmeasured"
"2075","Paspalum fluitans","Unmeasured"
"2076","Paspalum hartwegianum","Unmeasured"
"2077","Paspalum laeve","Unmeasured"
"2078","Paspalum langei","Unmeasured"
"2079","Paspalum laxum","Unmeasured"
"2080","Paspalum minus","Unmeasured"
"2081","Paspalum monostachyum","Unmeasured"
"2082","Paspalum notatum","Unmeasured"
"2083","Paspalum notatum var. notatum","Unmeasured"
"2084","Paspalum paniculatum","Unmeasured"
"2085","Paspalum pleostachyum","Unmeasured"
"2086","Paspalum plicatulum","Unmeasured"
"2087","Paspalum praecox","Unmeasured"
"2088","Paspalum pubiflorum","Unmeasured"
"2089","Paspalum setaceum","Unmeasured"
"2090","Paspalum unispicatum","Unmeasured"
"2091","Paspalum vaginatum","Unmeasured"
"2092","Paspalum virgatum","Unmeasured"
"2093","Paspalum virletii","Unmeasured"
"2094","Paspalum wrightii","Unmeasured"
"2095","Patis","Unmeasured"
"2096","Patis racemosa","Unmeasured"
"2097","Pennisetum advena","Unmeasured"
"2098","Phalaris angusta","Unmeasured"
"2099","Phalaris arundinacea","Unmeasured"
"2100","Phalaris californica","Unmeasured"
"2101","Phalaris caroliniana","Unmeasured"
"2102","Phalaris lemmonii","Unmeasured"
"2103","Phanopyrum gymnocarpon","Unmeasured"
"2104","Pharus lappulaceus","Unmeasured"
"2105","Phippsia algida","Unmeasured"
"2106","Phippsia concinna","Unmeasured"
"2107","Phleum alpinum","Unmeasured"
"2108","Phragmites australis","Unmeasured"
"2109","Phragmites australis ssp. americanus","Unmeasured"
"2110","Phragmites australis ssp. berlandieri","Unmeasured"
"2111","Piptatheropsis","Unmeasured"
"2112","Piptatheropsis canadensis","Unmeasured"
"2113","Piptatheropsis exigua","Unmeasured"
"2114","Piptatheropsis micrantha","Unmeasured"
"2115","Piptatheropsis pungens","Unmeasured"
"2116","Piptatheropsis shoshoneana","Unmeasured"
"2117","Piptochaetium avenaceum","Unmeasured"
"2118","Piptochaetium avenacioides","Unmeasured"
"2119","Piptochaetium fimbriatum","Unmeasured"
"2120","Piptochaetium pringlei","Unmeasured"
"2121","Pleuraphis jamesii","Unmeasured"
"2122","Pleuraphis mutica","Unmeasured"
"2123","Pleuraphis rigida","Unmeasured"
"2124","Pleuropogon californicus","Unmeasured"
"2125","Pleuropogon californicus var. californicus","Unmeasured"
"2126","Pleuropogon californicus var. davyi","Unmeasured"
"2127","Pleuropogon hooverianus","Unmeasured"
"2128","Pleuropogon oregonus","Unmeasured"
"2129","Pleuropogon refractus","Unmeasured"
"2130","Pleuropogon sabinei","Unmeasured"
"2131","Poa abbreviata","Unmeasured"
"2132","Poa abbreviata ssp. abbreviata","Unmeasured"
"2133","Poa abbreviata ssp. marshii","Unmeasured"
"2134","Poa abbreviata ssp. pattersonii","Unmeasured"
"2135","Poa alpina","Unmeasured"
"2136","Poa alsodes","Unmeasured"
"2137","Poa ammophila","Unmeasured"
"2138","Poa arachnifera","Unmeasured"
"2139","Poa arctica","Unmeasured"
"2140","Poa arctica ssp. aperta","Unmeasured"
"2141","Poa arctica ssp. arctica","Unmeasured"
"2142","Poa arctica ssp. caespitans","Unmeasured"
"2143","Poa arctica ssp. grayana","Unmeasured"
"2144","Poa arctica ssp. lanata","Unmeasured"
"2145","Poa arida","Unmeasured"
"2146","Poa arnowiae","Unmeasured"
"2147","Poa atropurpurea","Unmeasured"
"2148","Poa autumnalis","Unmeasured"
"2149","Poa bigelovii","Unmeasured"
"2150","Poa bolanderi","Unmeasured"
"2151","Poa chambersii","Unmeasured"
"2152","Poa chapmaniana","Unmeasured"
"2153","Poa confinis","Unmeasured"
"2154","Poa curtifolia","Unmeasured"
"2155","Poa cusickii","Unmeasured"
"2156","Poa cusickii ssp. cusickii","Unmeasured"
"2157","Poa cusickii ssp. epilis","Unmeasured"
"2158","Poa cusickii ssp. pallida","Unmeasured"
"2159","Poa cusickii ssp. purpurascens","Unmeasured"
"2160","Poa cuspidata","Unmeasured"
"2161","Poa douglasii","Unmeasured"
"2162","Poa eminens","Unmeasured"
"2163","Poa fendleriana","Unmeasured"
"2164","Poa fendleriana ssp. albescens","Unmeasured"
"2165","Poa fendleriana ssp. fendleriana","Unmeasured"
"2166","Poa fendleriana ssp. longiligula","Unmeasured"
"2167","Poa gaspensis","Unmeasured"
"2168","Poa glauca","Unmeasured"
"2169","Poa glauca ssp. glauca","Unmeasured"
"2170","Poa glauca ssp. rupicola","Unmeasured"
"2171","Poa hartzii","Unmeasured"
"2172","Poa hartzii ssp. hartzii","Unmeasured"
"2173","Poa hartzii ssp. hartzii var. hartzii","Unmeasured"
"2174","Poa hartzii ssp. hartzii var. vivipara","Unmeasured"
"2175","Poa howellii","Unmeasured"
"2176","Poa keckii","Unmeasured"
"2177","Poa kelloggii","Unmeasured"
"2178","Poa laxa","Unmeasured"
"2179","Poa laxa ssp. banffiana","Unmeasured"
"2180","Poa laxa ssp. fernaldiana","Unmeasured"
"2181","Poa laxiflora","Unmeasured"
"2182","Poa leibergii","Unmeasured"
"2183","Poa leptocoma","Unmeasured"
"2184","Poa lettermanii","Unmeasured"
"2185","Poa limosa","Unmeasured"
"2186","Poa macrantha","Unmeasured"
"2187","Poa macrocalyx","Unmeasured"
"2188","Poa marcida","Unmeasured"
"2189","Poa napensis","Unmeasured"
"2190","Poa nematophylla","Unmeasured"
"2191","Poa nemoralis","Unmeasured"
"2192","Poa nemoralis ssp. interior","Unmeasured"
"2193","Poa nervosa","Unmeasured"
"2194","Poa occidentalis","Unmeasured"
"2195","Poa paludigena","Unmeasured"
"2196","Poa palustris","Unmeasured"
"2197","Poa paucispicula","Unmeasured"
"2198","Poa piperi","Unmeasured"
"2199","Poa porsildii","Unmeasured"
"2200","Poa pratensis","Unmeasured"
"2201","Poa pratensis ssp. alpigena","Unmeasured"
"2202","Poa pratensis ssp. colpodea","Unmeasured"
"2203","Poa pratensis ssp. irrigata","Unmeasured"
"2204","Poa pringlei","Unmeasured"
"2205","Poa pseudoabbreviata","Unmeasured"
"2206","Poa reflexa","Unmeasured"
"2207","Poa rhizomata","Unmeasured"
"2208","Poa saltuensis","Unmeasured"
"2209","Poa secunda","Unmeasured"
"2210","Poa sierrae","Unmeasured"
"2211","Poa stebbinsii","Unmeasured"
"2212","Poa stenantha","Unmeasured"
"2213","Poa strictiramea","Unmeasured"
"2214","Poa suksdorfii","Unmeasured"
"2215","Poa sylvestris","Unmeasured"
"2216","Poa tenerrima","Unmeasured"
"2217","Poa tracyi","Unmeasured"
"2218","Poa unilateralis","Unmeasured"
"2219","Poa unilateralis ssp. pachypholis","Unmeasured"
"2220","Poa unilateralis ssp. unilateralis","Unmeasured"
"2221","Poa wheeleri","Unmeasured"
"2222","Poa wolfii","Unmeasured"
"2223","Polypogon elongatus","Unmeasured"
"2224","Polypogon interruptus","Unmeasured"
"2225","Pseudelymus saxicola","Unmeasured"
"2226","Pseudoroegneria spicata","Unmeasured"
"2227","Pseudoroegneria spicata ssp. inermis","Unmeasured"
"2228","Pseudoroegneria spicata ssp. spicata","Unmeasured"
"2229","Ptilagrostis kingii","Unmeasured"
"2230","Ptilagrostis porteri","Unmeasured"
"2231","Puccinellia andersonii","Unmeasured"
"2232","Puccinellia angustata","Unmeasured"
"2233","Puccinellia arctica","Unmeasured"
"2234","Puccinellia bruggemannii","Unmeasured"
"2235","Puccinellia distans","Unmeasured"
"2236","Puccinellia fasciculata","Unmeasured"
"2237","Puccinellia howellii","Unmeasured"
"2238","Puccinellia laurentiana","Unmeasured"
"2239","Puccinellia lemmonii","Unmeasured"
"2240","Puccinellia lucida","Unmeasured"
"2241","Puccinellia nutkaensis","Unmeasured"
"2242","Puccinellia nuttalliana","Unmeasured"
"2243","Puccinellia parishii","Unmeasured"
"2244","Puccinellia phryganodes","Unmeasured"
"2245","Puccinellia phryganodes ssp. phryganodes","Unmeasured"
"2246","Puccinellia pumila","Unmeasured"
"2247","Puccinellia simplex","Unmeasured"
"2248","Puccinellia tenella","Unmeasured"
"2249","Puccinellia tenella ssp. langeana","Unmeasured"
"2250","Puccinellia vaginata","Unmeasured"
"2251","Puccinellia vahliana","Unmeasured"
"2252","Redfieldia flexuosa","Unmeasured"
"2253","Reimarochloa oligostachya","Unmeasured"
"2254","Remirea maritima","Unmeasured"
"2255","Rhynchospora alba","Unmeasured"
"2256","Rhynchospora baldwinii","Unmeasured"
"2257","Rhynchospora brachychaeta","Unmeasured"
"2258","Rhynchospora caduca","Unmeasured"
"2259","Rhynchospora californica","Unmeasured"
"2260","Rhynchospora capillacea","Unmeasured"
"2261","Rhynchospora capitellata","Unmeasured"
"2262","Rhynchospora careyana","Unmeasured"
"2263","Rhynchospora cephalantha","Unmeasured"
"2264","Rhynchospora chalarocephala","Unmeasured"
"2265","Rhynchospora chapmanii","Unmeasured"
"2266","Rhynchospora ciliaris","Unmeasured"
"2267","Rhynchospora colorata","Unmeasured"
"2268","Rhynchospora compressa","Unmeasured"
"2269","Rhynchospora corniculata","Unmeasured"
"2270","Rhynchospora crinipes","Unmeasured"
"2271","Rhynchospora curtissii","Unmeasured"
"2272","Rhynchospora debilis","Unmeasured"
"2273","Rhynchospora decurrens","Unmeasured"
"2274","Rhynchospora divergens","Unmeasured"
"2275","Rhynchospora elliottii","Unmeasured"
"2276","Rhynchospora eximia","Unmeasured"
"2277","Rhynchospora fascicularis","Unmeasured"
"2278","Rhynchospora fascicularis var. distans","Unmeasured"
"2279","Rhynchospora fascicularis var. fascicularis","Unmeasured"
"2280","Rhynchospora fernaldii","Unmeasured"
"2281","Rhynchospora filifolia","Unmeasured"
"2282","Rhynchospora floridensis","Unmeasured"
"2283","Rhynchospora fusca","Unmeasured"
"2284","Rhynchospora galeana","Unmeasured"
"2285","Rhynchospora globularis","Unmeasured"
"2286","Rhynchospora globularis var. globularis","Unmeasured"
"2287","Rhynchospora globularis var. pinetorum","Unmeasured"
"2288","Rhynchospora globularis var. saxicola","Unmeasured"
"2289","Rhynchospora glomerata","Unmeasured"
"2290","Rhynchospora gracilenta","Unmeasured"
"2291","Rhynchospora grayi","Unmeasured"
"2292","Rhynchospora harperi","Unmeasured"
"2293","Rhynchospora harveyi","Unmeasured"
"2294","Rhynchospora harveyi var. culixa","Unmeasured"
"2295","Rhynchospora harveyi var. harveyi","Unmeasured"
"2296","Rhynchospora indianolensis","Unmeasured"
"2297","Rhynchospora inexpansa","Unmeasured"
"2298","Rhynchospora inundata","Unmeasured"
"2299","Rhynchospora knieskernii","Unmeasured"
"2300","Rhynchospora latifolia","Unmeasured"
"2301","Rhynchospora leptocarpa","Unmeasured"
"2302","Rhynchospora macra","Unmeasured"
"2303","Rhynchospora macrostachya","Unmeasured"
"2304","Rhynchospora marliniana","Unmeasured"
"2305","Rhynchospora megalocarpa","Unmeasured"
"2306","Rhynchospora megaplumosa","Unmeasured"
"2307","Rhynchospora microcarpa","Unmeasured"
"2308","Rhynchospora microcephala","Unmeasured"
"2309","Rhynchospora miliacea","Unmeasured"
"2310","Rhynchospora mixta","Unmeasured"
"2311","Rhynchospora nitens","Unmeasured"
"2312","Rhynchospora nivea","Unmeasured"
"2313","Rhynchospora odorata","Unmeasured"
"2314","Rhynchospora oligantha","Unmeasured"
"2315","Rhynchospora pallida","Unmeasured"
"2316","Rhynchospora perplexa","Unmeasured"
"2317","Rhynchospora pineticola","Unmeasured"
"2318","Rhynchospora pleiantha","Unmeasured"
"2319","Rhynchospora plumosa","Unmeasured"
"2320","Rhynchospora punctata","Unmeasured"
"2321","Rhynchospora pusilla","Unmeasured"
"2322","Rhynchospora rariflora","Unmeasured"
"2323","Rhynchospora recognita","Unmeasured"
"2324","Rhynchospora scirpoides","Unmeasured"
"2325","Rhynchospora sclerioides","Unmeasured"
"2326","Rhynchospora solitaria","Unmeasured"
"2327","Rhynchospora stenophylla","Unmeasured"
"2328","Rhynchospora thornei","Unmeasured"
"2329","Rhynchospora torreyana","Unmeasured"
"2330","Rhynchospora tracyi","Unmeasured"
"2331","Rhynchospora wrightiana","Unmeasured"
"2332","Saccharum alopecuroides","Unmeasured"
"2333","Saccharum baldwinii","Unmeasured"
"2334","Saccharum brevibarbe","Unmeasured"
"2335","Saccharum brevibarbe var. brevibarbe","Unmeasured"
"2336","Saccharum brevibarbe var. contortum","Unmeasured"
"2337","Saccharum coarctatum","Unmeasured"
"2338","Saccharum giganteum","Unmeasured"
"2339","Sacciolepis striata","Unmeasured"
"2340","Schedonnardus paniculatus","Unmeasured"
"2341","Schedonorus aschersonianus","Unmeasured"
"2342","Schizachne purpurascens","Unmeasured"
"2343","Schizachyrium cirratum","Unmeasured"
"2344","Schizachyrium littorale","Unmeasured"
"2345","Schizachyrium maritimum","Unmeasured"
"2346","Schizachyrium niveum","Unmeasured"
"2347","Schizachyrium rhizomatum","Unmeasured"
"2348","Schizachyrium sanguineum","Unmeasured"
"2349","Schizachyrium sanguineum var. hirtiflorum","Unmeasured"
"2350","Schizachyrium sanguineum var. sanguineum","Unmeasured"
"2351","Schizachyrium scoparium","Unmeasured"
"2352","Schizachyrium scoparium var. divergens","Unmeasured"
"2353","Schizachyrium scoparium var. scoparium","Unmeasured"
"2354","Schizachyrium scoparium var. stoloniferum","Unmeasured"
"2355","Schizachyrium spadiceum","Unmeasured"
"2356","Schizachyrium tenerum","Unmeasured"
"2357","Schoenoplectiella erecta","Unmeasured"
"2358","Schoenoplectiella erecta ssp. raynalii","Unmeasured"
"2359","Schoenoplectiella hallii","Unmeasured"
"2360","Schoenoplectiella magrathii","Unmeasured"
"2361","Schoenoplectiella purshiana","Unmeasured"
"2362","Schoenoplectiella saximontana","Unmeasured"
"2363","Schoenoplectiella smithii","Unmeasured"
"2364","Schoenoplectus acutus","Unmeasured"
"2365","Schoenoplectus acutus var. acutus","Unmeasured"
"2366","Schoenoplectus acutus var. occidentalis","Unmeasured"
"2367","Schoenoplectus americanus","Unmeasured"
"2368","Schoenoplectus californicus","Unmeasured"
"2369","Schoenoplectus carinatus","Unmeasured"
"2370","Schoenoplectus contortus","Unmeasured"
"2371","Schoenoplectus deltarum","Unmeasured"
"2372","Schoenoplectus etuberculatus","Unmeasured"
"2373","Schoenoplectus heterochaetus","Unmeasured"
"2374","Schoenoplectus oblongus","Unmeasured"
"2375","Schoenoplectus pungens","Unmeasured"
"2376","Schoenoplectus pungens var. badius","Unmeasured"
"2377","Schoenoplectus pungens var. longispicatus","Unmeasured"
"2378","Schoenoplectus pungens var. pungens","Unmeasured"
"2379","Schoenoplectus steinmetzii","Unmeasured"
"2380","Schoenoplectus subterminalis","Unmeasured"
"2381","Schoenoplectus tabernaemontani","Unmeasured"
"2382","Schoenoplectus torreyi","Unmeasured"
"2383","Schoenus nigricans","Unmeasured"
"2384","Scirpus ancistrochaetus","Unmeasured"
"2385","Scirpus atrocinctus","Unmeasured"
"2386","Scirpus atrovirens","Unmeasured"
"2387","Scirpus congdonii","Unmeasured"
"2388","Scirpus cyperinus","Unmeasured"
"2389","Scirpus diffusus","Unmeasured"
"2390","Scirpus divaricatus","Unmeasured"
"2391","Scirpus expansus","Unmeasured"
"2392","Scirpus flaccidifolius","Unmeasured"
"2393","Scirpus georgianus","Unmeasured"
"2394","Scirpus hattorianus","Unmeasured"
"2395","Scirpus lineatus","Unmeasured"
"2396","Scirpus longii","Unmeasured"
"2397","Scirpus microcarpus","Unmeasured"
"2398","Scirpus nevadensis","Unmeasured"
"2399","Scirpus pallidus","Unmeasured"
"2400","Scirpus peckii","Unmeasured"
"2401","Scirpus pedicellatus","Unmeasured"
"2402","Scirpus pendulus","Unmeasured"
"2403","Scirpus polyphyllus","Unmeasured"
"2404","Scleria baldwinii","Unmeasured"
"2405","Scleria ciliata","Unmeasured"
"2406","Scleria ciliata var. ciliata","Unmeasured"
"2407","Scleria ciliata var. glabra","Unmeasured"
"2408","Scleria georgiana","Unmeasured"
"2409","Scleria hirtella","Unmeasured"
"2410","Scleria lithosperma","Unmeasured"
"2411","Scleria minor","Unmeasured"
"2412","Scleria muehlenbergii","Unmeasured"
"2413","Scleria oligantha","Unmeasured"
"2414","Scleria pauciflora","Unmeasured"
"2415","Scleria pauciflora var. caroliniana","Unmeasured"
"2416","Scleria pauciflora var. curtissii","Unmeasured"
"2417","Scleria pauciflora var. pauciflora","Unmeasured"
"2418","Scleria reticularis","Unmeasured"
"2419","Scleria triglomerata","Unmeasured"
"2420","Scleria verticillata","Unmeasured"
"2421","Sclerochloa dura","Unmeasured"
"2422","Scleropogon brevifolius","Unmeasured"
"2423","Scolochloa festucacea","Unmeasured"
"2424","Scribneria bolanderi","Unmeasured"
"2425","Setaria arizonica","Unmeasured"
"2426","Setaria corrugata","Unmeasured"
"2427","Setaria grisebachii","Unmeasured"
"2428","Setaria leucopila","Unmeasured"
"2429","Setaria liebmannii","Unmeasured"
"2430","Setaria macrosperma","Unmeasured"
"2431","Setaria macrostachya","Unmeasured"
"2432","Setaria magna","Unmeasured"
"2433","Setaria parviflora","Unmeasured"
